id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_2423,band_2,private,13,service,independent,none,none,low,domestic,group_a,0
train_2424,band_2,private,9,technical,shared_household,none,none,standard,domestic,group_a,0
train_2425,band_3,private,9,operations,partnered,none,low,standard,domestic,group_b,1
train_2426,band_4,private,10,technical,independent,none,none,low,domestic,group_a,0
train_2427,band_2,private,16,technical,partnered,high,none,high,domestic,group_b,1
train_2428,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2429,band_1,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_2430,band_4,self_employed,10,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_2431,band_1,private,10,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2432,band_1,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2433,band_3,private,10,technical,partnered,none,none,high,domestic,group_b,1
train_2434,band_3,private,13,technical,shared_household,none,none,high,domestic,group_a,0
train_2435,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2436,band_2,public,10,commercial_admin,independent,none,none,high,domestic,group_a,0
train_2437,band_4,private,11,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2438,band_3,private,9,operations,independent,none,none,high,domestic,group_a,0
train_2439,band_3,private,9,service,partnered,none,none,standard,domestic,group_a,0
train_2440,band_3,private,13,technical,partnered,none,none,low,domestic,group_b,0
train_2441,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_2442,band_4,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,1
train_2443,band_4,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2444,band_2,private,10,service,partnered,none,none,standard,domestic,group_b,0
train_2445,band_4,self_employed,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2446,band_2,self_employed,12,technical,partnered,none,none,standard,domestic,group_a,1
train_2447,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2448,band_2,private,4,operations,partnered,none,none,standard,regional,group_b,0
train_2449,band_2,self_employed,10,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2450,band_1,private,6,service,shared_household,none,none,low,domestic,group_b,0
train_2451,band_2,self_employed,14,technical,independent,none,none,high,domestic,group_a,1
train_2452,band_4,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_2453,band_2,private,10,service,independent,none,none,low,domestic,group_a,0
train_2454,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,0
train_2455,band_1,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_2456,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_2457,band_3,self_employed,10,technical,partnered,none,none,standard,domestic,group_b,0
train_2458,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_2459,band_2,self_employed,15,technical,partnered,none,none,high,domestic,group_b,1
train_2460,band_1,private,4,operations,partnered,none,none,standard,domestic,group_b,0
train_2461,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_2462,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2463,band_3,public,10,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2464,band_3,self_employed,14,operations,independent,none,none,standard,domestic,group_b,0
train_2465,band_1,private,9,service,shared_household,none,low,standard,domestic,group_a,0
train_2466,band_3,private,7,service,partnered,none,none,standard,other_international,group_b,0
train_2467,band_1,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_2468,band_1,self_employed,9,service,shared_household,none,none,high,domestic,group_a,0
train_2469,band_3,private,13,technical,partnered,none,low,standard,european,group_b,0
train_2470,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2471,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2472,band_1,public,12,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2473,band_1,private,10,operations,independent,none,none,high,other_international,group_b,0
train_2474,band_3,private,4,operations,independent,none,none,standard,domestic,group_a,0
train_2475,band_1,private,14,technical,independent,none,none,low,regional,group_b,0
train_2476,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_2477,band_1,public,14,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2478,band_2,public,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_2479,band_2,private,13,technical,partnered,none,none,high,european,group_b,0
train_2480,band_4,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_2481,band_1,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_2482,band_2,public,14,technical,partnered,none,none,standard,domestic,group_b,1
train_2483,band_1,private,9,operations,shared_household,none,none,high,domestic,group_b,0
train_2484,band_3,self_employed,10,technical,partnered,none,none,high,domestic,group_a,0
train_2485,band_4,private,9,operations,partnered,high,none,standard,domestic,group_b,1
train_2486,band_2,self_employed,9,technical,partnered,none,none,high,domestic,group_b,0
train_2487,band_2,private,14,technical,partnered,none,none,high,domestic,group_b,1
train_2488,band_1,private,6,service,shared_household,none,none,low,domestic,group_b,0
train_2489,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2490,band_2,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2491,band_2,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2492,band_3,private,9,technical,shared_household,none,none,high,regional,group_a,0
train_2493,band_2,private,10,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2494,band_2,public,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2495,band_3,self_employed,14,technical,partnered,high,none,standard,domestic,group_b,1
train_2496,band_1,private,4,operations,shared_household,none,none,standard,domestic,group_b,0
train_2497,band_1,public,10,operations,partnered,none,low,standard,domestic,group_b,1
train_2498,band_3,public,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2499,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2500,band_2,private,4,operations,partnered,low,none,high,domestic,group_b,0
train_2501,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2502,band_2,public,10,commercial_admin,shared_household,high,none,high,domestic,group_a,0
train_2503,band_3,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2504,band_1,private,14,technical,shared_household,none,none,standard,domestic,group_b,0
train_2505,band_3,self_employed,13,commercial_admin,partnered,high,none,standard,domestic,group_b,0
train_2506,band_2,private,10,operations,independent,none,none,low,domestic,group_a,0
train_2507,band_2,private,12,service,shared_household,none,none,standard,domestic,group_a,0
train_2508,band_2,private,13,technical,independent,none,none,standard,domestic,group_b,1
train_2509,band_2,public,10,technical,partnered,none,none,standard,domestic,group_b,0
train_2510,band_1,private,6,operations,partnered,none,none,standard,domestic,group_b,0
train_2511,band_2,public,13,technical,independent,none,high,standard,domestic,group_b,1
train_2512,band_4,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_2513,band_1,private,10,operations,shared_household,none,none,standard,other_international,group_b,0
train_2514,band_2,private,11,technical,shared_household,none,none,standard,regional,group_a,1
train_2515,band_1,private,9,operations,shared_household,none,none,low,domestic,group_b,0
train_2516,band_2,private,13,technical,partnered,none,low,low,domestic,group_a,1
train_2517,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2518,band_3,private,9,technical,partnered,none,none,standard,domestic,group_b,0
train_2519,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_2520,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2521,band_3,self_employed,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2522,band_1,private,3,operations,shared_household,none,none,high,regional,group_b,0
train_2523,band_2,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_2524,band_2,private,2,commercial_admin,shared_household,none,none,low,regional,group_a,0
train_2525,band_2,private,9,operations,partnered,none,low,high,domestic,group_b,1
train_2526,band_2,private,14,technical,independent,none,none,standard,domestic,group_a,1
train_2527,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2528,band_3,private,13,technical,partnered,none,none,standard,domestic,group_b,0
train_2529,band_1,private,6,service,independent,none,none,standard,domestic,group_a,0
train_2530,band_1,private,13,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2531,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2532,band_3,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_2533,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2534,band_1,private,13,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2535,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2536,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2537,band_3,self_employed,10,technical,partnered,none,none,standard,domestic,group_b,1
train_2538,band_3,private,10,technical,independent,none,none,high,domestic,group_a,0
train_2539,band_1,self_employed,12,operations,independent,none,none,low,domestic,group_b,0
train_2540,band_1,private,12,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2541,band_3,private,3,operations,partnered,none,none,standard,regional,group_b,0
train_2542,band_1,public,14,technical,partnered,none,none,standard,domestic,group_a,1
train_2543,band_2,private,10,operations,shared_household,none,none,low,domestic,group_a,0
train_2544,band_2,public,8,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2545,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_2546,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2547,band_3,private,10,technical,independent,none,none,standard,regional,group_a,0
train_2548,band_1,private,12,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2549,band_1,private,11,operations,independent,none,none,standard,domestic,group_b,0
train_2550,band_1,private,13,technical,shared_household,none,none,standard,regional,group_a,0
train_2551,band_2,private,7,operations,partnered,none,none,standard,domestic,group_b,0
train_2552,band_3,private,9,technical,shared_household,high,none,standard,domestic,group_a,1
train_2553,band_2,private,12,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2554,band_2,private,10,operations,partnered,high,none,standard,domestic,group_b,0
train_2555,band_1,private,7,technical,shared_household,none,none,low,domestic,group_a,0
train_2556,band_2,self_employed,13,operations,shared_household,none,none,standard,domestic,group_b,0
train_2557,band_2,public,13,technical,partnered,none,none,high,domestic,group_b,1
train_2558,band_2,public,11,operations,partnered,none,none,high,domestic,group_b,1
train_2559,band_1,self_employed,14,operations,shared_household,none,none,standard,domestic,group_b,0
train_2560,band_3,self_employed,14,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_2561,band_2,private,14,technical,partnered,none,none,standard,domestic,group_a,1
train_2562,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_a,0
train_2563,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2564,band_2,private,10,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_2565,band_1,private,9,operations,shared_household,none,none,high,domestic,group_b,0
train_2566,band_1,private,12,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_2567,band_2,private,10,operations,partnered,none,none,high,domestic,group_b,1
train_2568,band_3,public,9,service,partnered,none,none,low,domestic,group_a,0
train_2569,band_2,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2570,band_3,self_employed,14,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2571,band_1,private,10,commercial_admin,independent,none,none,high,domestic,group_b,0
train_2572,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2573,band_3,public,14,technical,independent,none,low,standard,domestic,group_a,1
train_2574,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2575,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_2576,band_2,public,10,technical,independent,none,none,standard,domestic,group_b,0
train_2577,band_1,public,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2578,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2579,band_1,private,7,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_2580,band_3,self_employed,15,technical,partnered,high,none,high,domestic,group_b,1
train_2581,band_2,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2582,band_2,private,13,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2583,band_2,public,10,commercial_admin,independent,low,none,low,regional,group_a,0
train_2584,band_2,private,11,technical,shared_household,none,none,low,domestic,group_a,0
train_2585,band_3,private,10,operations,partnered,high,none,standard,domestic,group_b,1
train_2586,band_2,public,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_2587,band_3,public,14,technical,partnered,none,none,standard,domestic,group_b,0
train_2588,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_2589,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_2590,band_4,private,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2591,band_1,private,6,commercial_admin,shared_household,none,low,standard,domestic,group_b,0
train_2592,band_1,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2593,band_2,public,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_2594,band_2,private,12,operations,independent,none,none,low,regional,group_b,0
train_2595,band_1,private,11,technical,shared_household,none,none,standard,domestic,group_a,0
train_2596,band_1,private,9,operations,partnered,none,low,high,domestic,group_b,0
train_2597,band_2,public,9,operations,shared_household,none,none,low,domestic,group_a,0
train_2598,band_2,private,8,commercial_admin,independent,none,low,standard,domestic,group_a,0
train_2599,band_3,public,13,operations,partnered,none,none,low,domestic,group_b,0
train_2600,band_2,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_2601,band_1,public,13,technical,shared_household,none,none,low,domestic,group_a,0
train_2602,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_2603,band_2,self_employed,16,technical,partnered,none,none,standard,domestic,group_b,1
train_2604,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_2605,band_2,private,12,operations,shared_household,high,none,standard,domestic,group_a,0
train_2606,band_2,public,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2607,band_3,self_employed,13,technical,partnered,none,none,standard,domestic,group_b,0
train_2608,band_2,self_employed,16,technical,independent,high,none,standard,domestic,group_b,1
train_2609,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2610,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,0
train_2611,band_3,self_employed,13,technical,partnered,none,none,low,domestic,group_a,0
train_2612,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_2613,band_1,private,7,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_2614,band_1,self_employed,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_2615,band_2,private,3,operations,shared_household,none,none,standard,domestic,group_b,0
train_2616,band_2,public,13,technical,independent,none,none,standard,domestic,group_a,0
train_2617,band_1,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_2618,band_3,private,9,operations,partnered,none,high,standard,domestic,group_b,0
train_2619,band_1,private,13,technical,partnered,none,none,high,domestic,group_b,0
train_2620,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2621,band_3,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2622,band_3,private,10,technical,partnered,none,none,low,domestic,group_a,1
train_2623,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2624,band_2,self_employed,15,technical,shared_household,high,none,standard,domestic,group_b,1
train_2625,band_3,public,14,technical,independent,none,none,standard,domestic,group_a,0
train_2626,band_2,private,11,technical,independent,none,none,standard,domestic,group_b,0
train_2627,band_2,self_employed,9,operations,partnered,none,low,standard,domestic,group_b,1
train_2628,band_2,public,12,technical,partnered,none,none,standard,domestic,group_a,0
train_2629,band_1,private,13,commercial_admin,independent,none,low,high,domestic,group_b,0
train_2630,band_3,public,14,technical,shared_household,none,none,high,domestic,group_a,0
train_2631,band_3,public,10,service,partnered,none,none,standard,domestic,group_b,0
train_2632,band_1,public,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_2633,band_2,private,7,commercial_admin,shared_household,none,none,high,regional,group_a,0
train_2634,band_1,private,9,operations,shared_household,none,none,standard,european,group_b,0
train_2635,band_4,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2636,band_3,private,10,operations,partnered,none,none,high,domestic,group_b,1
train_2637,band_2,private,9,service,shared_household,none,none,high,domestic,group_a,0
train_2638,band_3,self_employed,16,technical,independent,none,low,standard,domestic,group_b,0
train_2639,band_3,private,10,commercial_admin,shared_household,low,none,low,domestic,group_a,0
train_2640,band_2,private,9,service,partnered,none,none,standard,domestic,group_a,0
train_2641,band_2,self_employed,13,technical,independent,none,low,high,domestic,group_a,1
train_2642,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2643,band_2,self_employed,13,operations,partnered,none,none,high,domestic,group_b,1
train_2644,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2645,band_4,private,9,commercial_admin,independent,high,none,standard,domestic,group_a,0
train_2646,band_3,self_employed,9,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2647,band_2,public,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2648,band_1,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_2649,band_2,self_employed,13,technical,partnered,none,none,high,domestic,group_b,1
train_2650,band_1,private,13,commercial_admin,independent,low,none,standard,domestic,group_b,0
train_2651,band_3,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2652,band_4,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_2653,band_1,private,8,operations,shared_household,none,none,standard,domestic,group_b,0
train_2654,band_2,private,2,operations,shared_household,none,none,standard,other_international,group_b,0
train_2655,band_2,private,9,service,independent,none,none,high,european,group_a,0
train_2656,band_1,private,15,technical,independent,none,none,high,domestic,group_b,1
train_2657,band_2,private,10,commercial_admin,partnered,none,none,low,domestic,group_a,0
train_2658,band_2,private,15,technical,partnered,none,none,standard,domestic,group_b,1
train_2659,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_2660,band_4,private,10,technical,partnered,high,none,low,domestic,group_b,1
train_2661,band_1,private,9,service,shared_household,none,none,standard,domestic,group_b,0
train_2662,band_2,private,10,operations,independent,high,none,standard,domestic,group_b,1
train_2663,band_4,private,2,service,partnered,none,none,low,domestic,group_a,0
train_2664,band_2,public,14,technical,partnered,none,none,standard,domestic,group_b,1
train_2665,band_2,private,5,operations,partnered,none,none,low,domestic,group_b,0
train_2666,band_3,self_employed,6,technical,partnered,none,none,standard,domestic,group_a,0
train_2667,band_2,private,14,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2668,band_1,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_2669,band_3,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2670,band_3,self_employed,14,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_2671,band_3,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_2672,band_2,private,10,commercial_admin,independent,none,none,standard,european,group_b,0
train_2673,band_2,private,10,technical,partnered,none,none,high,domestic,group_b,0
train_2674,band_3,private,9,operations,partnered,none,high,high,domestic,group_b,0
train_2675,band_3,public,9,technical,independent,none,low,standard,domestic,group_b,0
train_2676,band_2,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2677,band_1,private,9,operations,independent,none,none,high,domestic,group_b,0
train_2678,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2679,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2680,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_2681,band_2,self_employed,14,technical,partnered,none,none,standard,domestic,group_a,1
train_2682,band_2,private,13,operations,independent,none,none,standard,domestic,group_b,0
train_2683,band_2,public,14,technical,partnered,none,none,high,domestic,group_b,0
train_2684,band_4,public,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2685,band_4,private,9,technical,partnered,none,none,standard,domestic,group_b,1
train_2686,band_2,private,13,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2687,band_4,private,9,service,independent,none,none,low,domestic,group_a,0
train_2688,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_b,0
train_2689,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_2690,band_1,private,11,service,independent,none,none,high,domestic,group_a,0
train_2691,band_2,private,15,technical,independent,none,none,high,other_international,group_b,1
train_2692,band_2,self_employed,14,service,shared_household,none,none,high,domestic,group_b,0
train_2693,band_3,private,15,technical,independent,none,none,high,domestic,group_b,0
train_2694,band_3,private,9,service,independent,none,none,standard,domestic,group_a,0
train_2695,band_4,private,3,service,partnered,none,none,standard,domestic,group_b,0
train_2696,band_3,public,13,technical,shared_household,none,none,high,domestic,group_a,1
train_2697,band_3,private,9,technical,independent,none,none,high,domestic,group_a,0
train_2698,band_1,private,12,technical,independent,none,none,standard,domestic,group_b,0
train_2699,band_3,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_2700,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_a,1
train_2701,band_2,private,8,operations,independent,none,none,standard,domestic,group_b,0
train_2702,band_2,public,9,operations,independent,none,none,high,domestic,group_b,0
train_2703,band_1,private,8,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_2704,band_2,self_employed,13,technical,partnered,none,none,high,domestic,group_b,0
train_2705,band_3,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2706,band_3,private,9,operations,partnered,none,none,standard,regional,group_b,0
train_2707,band_2,private,14,technical,partnered,none,none,low,domestic,group_b,0
train_2708,band_2,private,13,technical,shared_household,none,none,high,domestic,group_a,0
train_2709,band_4,private,16,technical,partnered,none,none,high,domestic,group_b,1
train_2710,band_3,public,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2711,band_1,private,12,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_2712,band_1,private,12,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_2713,band_4,private,4,operations,partnered,none,none,standard,domestic,group_b,1
train_2714,band_3,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2715,band_1,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2716,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2717,band_1,public,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_2718,band_4,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2719,band_2,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2720,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_2721,band_3,private,13,technical,independent,high,none,standard,domestic,group_b,1
train_2722,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2723,band_1,private,10,service,shared_household,none,none,high,regional,group_a,0
train_2724,band_4,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2725,band_1,private,5,operations,shared_household,none,none,standard,regional,group_b,0
train_2726,band_2,private,10,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_2727,band_1,private,10,technical,shared_household,none,none,low,domestic,group_b,0
train_2728,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_2729,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2730,band_1,private,10,technical,shared_household,none,none,standard,domestic,group_b,0
train_2731,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_2732,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2733,band_2,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2734,band_3,private,4,operations,partnered,none,none,standard,domestic,group_b,0
train_2735,band_2,self_employed,10,operations,partnered,none,none,standard,domestic,group_b,1
train_2736,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2737,band_2,self_employed,13,operations,partnered,none,none,high,domestic,group_b,0
train_2738,band_1,public,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_2739,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2740,band_3,private,9,commercial_admin,partnered,none,none,low,domestic,group_b,0
train_2741,band_2,private,11,technical,independent,none,none,low,domestic,group_a,0
train_2742,band_4,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_2743,band_2,self_employed,10,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_2744,band_1,private,6,service,shared_household,none,none,low,domestic,group_b,0
train_2745,band_3,private,13,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_2746,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2747,band_2,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_2748,band_1,private,6,commercial_admin,independent,none,none,low,domestic,group_a,0
train_2749,band_2,private,14,technical,independent,none,none,high,domestic,group_a,0
train_2750,band_3,self_employed,9,operations,partnered,high,none,standard,domestic,group_b,1
train_2751,band_1,private,9,service,independent,none,none,standard,domestic,group_a,0
train_2752,band_2,private,14,technical,independent,high,none,high,domestic,group_b,1
train_2753,band_1,private,7,service,independent,none,none,low,domestic,group_b,0
train_2754,band_2,private,12,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_2755,band_3,self_employed,15,technical,partnered,none,none,standard,domestic,group_b,1
train_2756,band_3,private,13,technical,independent,none,none,standard,domestic,group_b,1
train_2757,band_4,public,9,technical,partnered,none,none,standard,domestic,group_b,1
train_2758,band_2,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_2759,band_2,self_employed,10,operations,partnered,none,none,standard,domestic,group_b,0
train_2760,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_2761,band_3,private,4,operations,partnered,none,none,standard,domestic,group_b,0
train_2762,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_2763,band_3,private,13,technical,partnered,high,none,standard,domestic,group_b,1
train_2764,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_2765,band_3,private,2,operations,partnered,none,none,high,domestic,group_b,0
train_2766,band_1,private,10,technical,shared_household,none,none,low,domestic,group_a,0
train_2767,band_2,private,10,technical,independent,none,none,standard,domestic,group_b,0
train_2768,band_1,private,13,technical,shared_household,none,none,low,domestic,group_a,0
train_2769,band_2,public,16,technical,partnered,none,low,standard,domestic,group_b,1
train_2770,band_2,private,13,technical,shared_household,none,none,high,european,group_a,1
train_2771,band_2,private,9,commercial_admin,partnered,none,low,standard,domestic,group_b,0
train_2772,band_1,public,10,commercial_admin,shared_household,none,low,low,domestic,group_a,0
train_2773,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_2774,band_1,public,15,technical,independent,none,none,low,other_international,group_a,0
train_2775,band_1,private,9,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_2776,band_2,private,12,operations,independent,none,none,low,domestic,group_b,0
train_2777,band_3,private,7,service,independent,none,none,high,domestic,group_b,0
train_2778,band_2,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_2779,band_2,public,14,technical,partnered,none,low,standard,other_international,group_b,1
train_2780,band_3,self_employed,16,technical,partnered,none,none,standard,domestic,group_a,1
train_2781,band_2,private,13,technical,partnered,high,none,standard,domestic,group_b,1
train_2782,band_2,private,10,operations,shared_household,none,none,low,domestic,group_b,0
train_2783,band_2,public,9,operations,independent,none,none,high,domestic,group_b,0
train_2784,band_4,private,10,operations,partnered,none,none,low,domestic,group_b,0
train_2785,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_2786,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_2787,band_3,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_2788,band_2,self_employed,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_2789,band_1,public,10,service,shared_household,none,none,low,domestic,group_a,0
